1,ad,12
2,ad,12
3,ad,12
4,ad,12
5,ad,12
6,ad,12
7,ad,12
8,ad,12
9,ad,12
10,ad,12
11,ad,12
12,ad,12
13,ad,12
14,ad,12
15,ad,12
16,ad,12
17,ad,12
18,ad,12
19,ad,12
20,ad,12
21,ad,12
22,ad,12
23,ad,12
24,ad,12
25,ad,12
26,ad,12
27,ad,12
28,ad,12
29,ad,12
30,ad,12
31,ad,12
32,ad,12
33,ad,12
34,ad,12
35,ad,12
36,ad,12
37,ad,12
38,ad,12
39,ad,12
40,ad,12
41,ad,12
42,ad,12
43,ad,12
44,ad,12
45,ad,12
46,ad,12
47,ad,12
48,ad,12
49,ad,12
50,ad,12
51,ad,12
52,ad,12
53,ad,12
54,ad,12
55,ad,12
56,ad,12
57,ad,12
58,ad,12
59,ad,12
60,ad,12
61,ad,12
62,ad,12
63,ad,12
64,ad,12
65,ad,12
66,ad,12
67,ad,12
68,ad,12
69,ad,12
70,ad,12
71,ad,12
72,ad,12
73,ad,12
74,ad,12
75,ad,12
76,ad,12
77,ad,12
78,ad,12
79,ad,12
80,ad,12
81,ad,12
82,ad,12
83,ad,12
84,ad,12
85,ad,12
86,ad,12
87,ad,12
88,ad,12
89,ad,12
90,ad,12
91,ad,12
92,ad,12
93,ad,12
94,ad,12
95,ad,12
96,ad,12
97,ad,12
98,ad,12
99,ad,12
100,ad,12
101,ad,12
102,ad,12
103,ad,12
104,ad,12
105,ad,12
106,ad,12
107,ad,12
108,ad,12
109,ad,12
110,ad,12
111,ad,12
112,ad,12
113,ad,12
114,ad,12
115,ad,12
116,ad,12
117,ad,12
118,ad,12
119,ad,12
120,ad,12
121,ad,12
122,ad,12
123,ad,12
124,ad,12
125,ad,12
126,ad,12
127,ad,12
128,ad,12
129,ad,12
130,ad,12
131,ad,12
132,ad,12
133,ad,12
134,ad,12
135,ad,12
136,ad,12
137,ad,12
138,ad,12
139,ad,12
140,ad,12
141,ad,12
142,ad,12
143,ad,12
144,ad,12
145,ad,12
146,ad,12
147,ad,12
148,ad,12
149,ad,12
150,ad,12
151,ad,12
152,ad,12
153,ad,12
154,ad,12
155,ad,12
156,ad,12
157,ad,12
158,ad,12
159,ad,12
160,ad,12
161,ad,12
162,ad,12
163,ad,12
164,ad,12
165,ad,12
166,ad,12
167,ad,12
168,ad,12
169,ad,12
170,ad,12
171,ad,12
172,ad,12
173,ad,12
174,ad,12
175,ad,12
176,ad,12
177,ad,12
178,ad,12
179,ad,12
180,ad,12
181,ad,12
182,ad,12
183,ad,12
184,ad,12
185,ad,12
186,ad,12
187,ad,12
188,ad,12
189,ad,12
190,ad,12
191,ad,12
192,ad,12
193,ad,12
194,ad,12
195,ad,12
196,ad,12
197,ad,12
198,ad,12
199,ad,12
200,ad,12
201,ad,12
202,ad,12
203,ad,12
204,ad,12
205,ad,12
206,ad,12
207,ad,12
208,ad,12
209,ad,12
210,ad,12
211,ad,12
212,ad,12
213,ad,12
214,ad,12
215,ad,12
216,ad,12
217,ad,12
218,ad,12
219,ad,12
220,ad,12
221,ad,12
222,ad,12
223,ad,12
224,ad,12
225,ad,12
226,ad,12
227,ad,12
228,ad,12
229,ad,12
230,ad,12
231,ad,12
232,ad,12
233,ad,12
234,ad,12
235,ad,12
236,ad,12
237,ad,12
238,ad,12
239,ad,12
240,ad,12
241,ad,12
242,ad,12
243,ad,12
244,ad,12
245,ad,12
246,ad,12
247,ad,12
248,ad,12
249,ad,12
250,ad,12
251,ad,12
252,ad,12
253,ad,12
254,ad,12
255,ad,12
256,ad,12
257,ad,12
258,ad,12
259,ad,12
260,ad,12
261,ad,12
262,ad,12
263,ad,12
264,ad,12
265,ad,12
266,ad,12
267,ad,12
268,ad,12
269,ad,12
270,ad,12
271,ad,12
272,ad,12
273,ad,12
274,ad,12
275,ad,12
276,ad,12
277,ad,12
278,ad,12
279,ad,12
280,ad,12
281,ad,12
282,ad,12
283,ad,12
284,ad,12
285,ad,12
286,ad,12
287,ad,12
288,ad,12
289,ad,12
290,ad,12
291,ad,12
292,ad,12
293,ad,12
294,ad,12
295,ad,12
296,ad,12
297,ad,12
298,ad,12
299,ad,12
300,ad,12
301,ad,12
302,ad,12
303,ad,12
304,ad,12
305,ad,12
306,ad,12
307,ad,12
308,ad,12
309,ad,12
310,ad,12
311,ad,12
312,ad,12
313,ad,12
314,ad,12
315,ad,12
316,ad,12
317,ad,12
318,ad,12
319,ad,12
320,ad,12
321,ad,12
322,ad,12
323,ad,12
324,ad,12
325,ad,12
326,ad,12
327,ad,12
328,ad,12
329,ad,12
330,ad,12
331,ad,12
332,ad,12
333,ad,12
334,ad,12
335,ad,12
336,ad,12
337,ad,12
338,ad,12
339,ad,12
340,ad,12
341,ad,12
342,ad,12
343,ad,12
344,ad,12
345,ad,12
346,ad,12
347,ad,12
348,ad,12
349,ad,12
350,ad,12
351,ad,12
352,ad,12
353,ad,12
354,ad,12
355,ad,12
356,ad,12
357,ad,12
358,ad,12
359,ad,12
360,ad,12
361,ad,12
362,ad,12
363,ad,12
364,ad,12
365,ad,12
366,ad,12
367,ad,12
368,ad,12
369,ad,12
370,ad,12
371,ad,12
372,ad,12
373,ad,12
374,ad,12
375,ad,12
376,ad,12
377,ad,12
378,ad,12
379,ad,12
380,ad,12
381,ad,12
382,ad,12
383,ad,12
384,ad,12
385,ad,12
386,ad,12
387,ad,12
388,ad,12
389,ad,12
390,ad,12
391,ad,12
392,ad,12
393,ad,12
394,ad,12
395,ad,12
396,ad,12
397,ad,12
398,ad,12
399,ad,12
400,ad,12
401,ad,12
402,ad,12
403,ad,12
404,ad,12
405,ad,12
406,ad,12
407,ad,12
408,ad,12
409,ad,12
410,ad,12
411,ad,12
412,ad,12
413,ad,12
414,ad,12
415,ad,12
416,ad,12
417,ad,12
418,ad,12
419,ad,12
420,ad,12
421,ad,12
422,ad,12
423,ad,12
424,ad,12
425,ad,12
426,ad,12
427,ad,12
428,ad,12
429,ad,12
430,ad,12
431,ad,12
432,ad,12
433,ad,12
434,ad,12
435,ad,12
436,ad,12
437,ad,12
438,ad,12
439,ad,12
440,ad,12
441,ad,12
442,ad,12
443,ad,12
444,ad,12
